customer_id,signup_date,acquisition_channel,acquisition_cost,region,initial_plan,final_status,churned_at_least_once,first_churn_date,reactivated,reactivation_date
CUST1343,2025-01-11,Partnership,127.35,Europe,Enterprise,Active,No,,No,
CUST1309,2025-01-12,Organic Search,25.47,Latin America,Basic,Churned,Yes,2025-07-12,No,
CUST1324,2025-01-13,Referral,71.39,North America,Enterprise,Churned,Yes,2026-05-13,No,
CUST1312,2025-01-22,Organic Search,30.99,Asia Pacific,Basic,Active,No,,No,
CUST1369,2025-02-03,Organic Search,20.98,Latin America,Pro,Churned,Yes,2025-05-03,No,
CUST1311,2025-02-17,Social Media,84.56,Asia Pacific,Enterprise,Active,No,,No,
CUST1358,2025-02-19,Paid Search,168.45,Europe,Basic,Active,No,,No,
CUST1346,2025-02-26,Organic Search,22.32,Asia Pacific,Pro,Churned,Yes,2025-03-26,Yes,2025-10-26
CUST1367,2025-03-08,Social Media,95.6,North America,Pro,Active,Yes,2025-11-08,Yes,2026-01-08
CUST1329,2025-03-18,Partnership,138.72,MENA,Basic,Active,No,,No,
CUST1334,2025-03-22,Social Media,73.07,Europe,Basic,Active,No,,No,
CUST1357,2025-03-22,Organic Search,19.81,Europe,Basic,Active,No,,No,
CUST1351,2025-03-23,Organic Search,23.11,Europe,Pro,Churned,Yes,2025-05-23,No,
CUST1314,2025-03-24,Organic Search,28.14,Europe,Pro,Active,No,,No,
CUST1366,2025-03-26,Organic Search,15.99,North America,Enterprise,Active,No,,No,
CUST1340,2025-03-27,Social Media,75.91,Europe,Pro,Churned,Yes,2025-04-27,No,
CUST1317,2025-04-12,Social Media,107.05,Europe,Basic,Active,No,,No,
CUST1315,2025-04-15,Social Media,122.64,Asia Pacific,Pro,Active,No,,No,
CUST1316,2025-04-18,Paid Search,180.84,Latin America,Pro,Active,No,,No,
CUST1319,2025-04-26,Social Media,98.1,Asia Pacific,Basic,Churned,Yes,2025-11-26,No,
CUST1323,2025-04-27,Referral,27.73,North America,Basic,Churned,Yes,2026-02-27,No,
CUST1330,2025-05-08,Organic Search,26.28,North America,Basic,Churned,Yes,2026-03-08,No,
CUST1359,2025-05-08,Partnership,129.68,North America,Basic,Active,No,,No,
CUST1333,2025-05-14,Paid Search,183.03,Europe,Pro,Active,Yes,2026-02-14,Yes,2026-05-14
CUST1337,2025-05-24,Paid Search,146.98,Asia Pacific,Basic,Churned,Yes,2026-01-24,No,
CUST1318,2025-05-25,Organic Search,16.9,Europe,Enterprise,Churned,Yes,2025-12-25,No,
CUST1365,2025-05-28,Paid Search,207.61,MENA,Pro,Active,No,,No,
CUST1339,2025-06-05,Paid Search,196.52,Europe,Pro,Active,No,,No,
CUST1325,2025-06-08,Paid Search,139.76,Latin America,Pro,Active,No,,No,
CUST1368,2025-06-15,Email Campaign,50.19,Europe,Pro,Churned,Yes,2026-07-15,Yes,
CUST1352,2025-06-20,Partnership,164.26,North America,Enterprise,Active,No,,No,
CUST1350,2025-06-22,Organic Search,17.87,Europe,Pro,Active,No,,No,
CUST1364,2025-06-22,Organic Search,24.02,North America,Pro,Churned,Yes,2025-08-22,No,
CUST1307,2025-06-27,Paid Search,231.11,MENA,Enterprise,Active,No,,No,
CUST1345,2025-06-28,Social Media,78.22,Asia Pacific,Basic,Churned,Yes,2025-09-28,No,
CUST1313,2025-07-05,Paid Search,213.02,Asia Pacific,Pro,Active,No,,No,
CUST1347,2025-07-11,Partnership,76.56,Europe,Basic,Churned,Yes,2025-08-11,No,
CUST1336,2025-07-28,Referral,37.79,MENA,Enterprise,Active,No,,No,
CUST1342,2025-08-02,Organic Search,22.44,North America,Basic,Churned,Yes,2025-11-02,No,
CUST1310,2025-08-07,Paid Search,171.91,North America,Basic,Churned,Yes,2025-10-07,No,
CUST1362,2025-08-07,Paid Search,241.31,Asia Pacific,Basic,Churned,Yes,2026-05-07,No,
CUST1322,2025-08-17,Paid Search,203.81,Europe,Enterprise,Churned,Yes,2025-12-17,No,
CUST1327,2025-08-23,Email Campaign,67.37,Asia Pacific,Basic,Active,No,,No,
CUST1320,2025-08-28,Organic Search,18.7,Latin America,Pro,Active,No,,No,
CUST1332,2025-09-01,Social Media,67.57,Europe,Pro,Active,No,,No,
CUST1348,2025-09-09,Email Campaign,28.89,MENA,Basic,Churned,Yes,2026-06-09,No,
CUST1360,2025-09-13,Email Campaign,37.59,North America,Pro,Active,No,,No,
CUST1370,2025-09-14,Social Media,70.67,Asia Pacific,Basic,Active,No,,No,
CUST1344,2025-09-16,Organic Search,14.93,Asia Pacific,Basic,Active,Yes,2025-11-16,Yes,2026-06-16
CUST1335,2025-09-18,Referral,54.63,Latin America,Pro,Churned,Yes,2025-11-18,No,
CUST1321,2025-09-28,Paid Search,183.88,North America,Basic,Active,Yes,2025-10-28,Yes,2026-01-28
CUST1328,2025-10-01,Email Campaign,61.87,North America,Basic,Active,No,,No,
CUST1331,2025-10-15,Paid Search,179.51,Asia Pacific,Basic,Churned,Yes,2026-02-15,No,
CUST1306,2025-10-23,Partnership,123.52,North America,Basic,Active,Yes,,No,
CUST1349,2025-10-27,Paid Search,151.26,North America,Basic,Active,No,,No,
CUST1341,2025-11-06,Email Campaign,37.67,North America,Pro,Churned,Yes,2025-12-06,No,
CUST1326,2025-11-11,Social Media,59.65,North America,Basic,Active,No,,No,
CUST1356,2025-11-12,Organic Search,9.97,Latin America,Basic,Active,No,,No,
CUST1308,2025-11-17,Paid Search,156.34,MENA,Pro,Active,No,,No,
CUST1355,2025-11-26,Organic Search,19.81,North America,Basic,Active,No,,No,
CUST1361,2025-12-15,Paid Search,200.77,MENA,Pro,Active,No,,No,
CUST1363,2025-12-15,Partnership,116.74,Asia Pacific,Enterprise,Active,No,,No,
CUST1338,2025-12-22,Social Media,81.97,Asia Pacific,Pro,Active,No,,No,
CUST1354,2025-12-22,Paid Search,173.6,North America,Pro,Active,No,,No,
CUST1388,2026-01-02,Organic Search,38.76,Europe,Pro,Active,No,,No,
CUST1393,2026-01-02,Organic Search,6.8,Europe,Pro,Active,No,,No,
CUST1380,2026-01-03,Paid Search,147.67,MENA,Pro,Active,No,,No,
CUST1401,2026-01-05,Social Media,50.14,Asia Pacific,Pro,Active,No,,No,
CUST1376,2026-01-09,Paid Search,149.31,Latin America,Basic,Active,No,,No,
CUST1397,2026-01-13,Referral,14.3,Asia Pacific,Basic,Active,No,,No,
CUST1400,2026-02-07,Social Media,120.95,Europe,Basic,Active,No,,No,
CUST1395,2026-02-09,Social Media,119.49,Asia Pacific,Basic,Churned,Yes,2026-06-09,No,
CUST1375,2026-02-12,Partnership,184.6,Europe,Basic,Active,No,,No,
CUST1373,2026-02-14,Referral,61.77,Asia Pacific,Pro,Active,No,,No,
CUST1402,2026-02-20,Email Campaign,41.01,North America,Enterprise,Active,No,,No,
CUST1383,2026-02-26,Email Campaign,18.14,Europe,Basic,Churned,Yes,2026-07-26,No,
CUST1372,2026-02-27,Social Media,102.45,MENA,Basic,Churned,Yes,2026-07-27,No,
CUST1389,2026-02-28,Email Campaign,64.26,Asia Pacific,Enterprise,Active,No,,No,
CUST1403,2026-03-06,Organic Search,20.05,MENA,Pro,Active,No,,No,
CUST1387,2026-03-08,Referral,45.13,North America,Basic,Churned,Yes,2026-07-08,Yes,
CUST1386,2026-03-13,Paid Search,186.02,Europe,Pro,Active,No,,No,
CUST1385,2026-03-20,Paid Search,149.63,Asia Pacific,Basic,Active,No,,No,
CUST1371,2026-03-21,Paid Search,180.98,Europe,Pro,Active,No,,No,
CUST1399,2026-03-26,Partnership,116.56,Europe,Basic,Active,Yes,2026-04-26,Yes,2026-06-26
CUST1396,2026-04-02,Referral,32.96,North America,Pro,Active,No,,No,
CUST1391,2026-04-16,Email Campaign,36.52,Europe,Basic,Active,No,,No,
CUST1392,2026-04-17,Referral,47.38,North America,Pro,Churned,Yes,2026-05-17,No,
CUST1382,2026-04-21,Referral,31.01,MENA,Basic,Active,No,,No,
CUST1374,2026-05-05,Organic Search,29.59,North America,Enterprise,Active,No,,No,
CUST1405,2026-05-10,Referral,33.25,North America,Basic,Active,No,,No,
CUST1379,2026-05-11,Email Campaign,82.85,Europe,Pro,Active,No,,No,
CUST1404,2026-05-11,Referral,40.7,Europe,Basic,Churned,Yes,2026-07-11,No,
CUST1378,2026-05-19,Paid Search,187.33,MENA,Pro,Active,No,,No,
CUST1398,2026-05-22,Social Media,123.85,North America,Basic,Active,No,,No,
CUST1384,2026-06-02,Paid Search,158.97,Europe,Basic,Churned,Yes,2026-07-02,No,
CUST1381,2026-06-07,Social Media,69.01,Europe,Pro,Active,No,,No,
CUST1377,2026-06-10,Social Media,111.81,North America,Pro,Churned,Yes,2026-08-10,No,
CUST1390,2026-06-11,Paid Search,156.92,North America,Enterprise,Active,No,,No,
CUST1394,2026-06-16,Organic Search,38.31,North America,Basic,Active,No,,No,
