transaction_id,customer_id,transaction_date,transaction_type,plan_tier,amount
TXN002578,CUST1031,2025-11-08,Renewal,Pro,59
TXN002579,CUST1031,2025-12-08,Upgrade,Enterprise,149
TXN002580,CUST1031,2026-01-08,Renewal,Enterprise,149
TXN002581,CUST1031,2026-02-08,Renewal,Enterprise,149
TXN002582,CUST1031,2026-03-08,Renewal,Enterprise,149
TXN002583,CUST1031,2026-04-08,Renewal,Enterprise,149
TXN002584,CUST1031,2026-05-08,Renewal,Enterprise,149
TXN002585,CUST1031,2026-06-08,Downgrade,Pro,59
TXN002586,CUST1031,2026-07-08,Renewal,Pro,59
TXN002587,CUST1031,2026-08-08,Renewal,Pro,59
TXN002588,CUST1066,2021-05-10,New Subscription,Basic,29
TXN002589,CUST1066,2021-06-10,Renewal,Basic,29
TXN002590,CUST1066,2021-07-10,Renewal,Basic,29
TXN002591,CUST1066,2021-08-10,Renewal,Basic,29
TXN002592,CUST1066,2021-09-10,Renewal,Basic,29
TXN002593,CUST1066,2021-10-10,Renewal,Basic,29
TXN002594,CUST1066,2021-11-10,Renewal,Basic,29
TXN002595,CUST1066,2021-12-10,Renewal,Basic,29
TXN002596,CUST1066,2022-01-10,Renewal,Basic,29
TXN002597,CUST1066,2022-02-10,Renewal,Basic,29
TXN002598,CUST1066,2022-03-10,Renewal,Basic,29
TXN002599,CUST1066,2022-04-10,Renewal,Basic,29
TXN002600,CUST1066,2022-05-10,Cancellation,Basic,0
TXN002601,CUST1069,2021-06-25,New Subscription,Basic,29
TXN002602,CUST1069,2021-07-25,Renewal,Basic,29
TXN002603,CUST1069,2021-08-25,Renewal,Basic,29
TXN002604,CUST1069,2021-09-25,Renewal,Basic,29
TXN002605,CUST1069,2021-10-25,Renewal,Basic,29
TXN002606,CUST1069,2021-11-25,Renewal,Basic,29
TXN002607,CUST1069,2021-12-25,Renewal,Basic,29
TXN002608,CUST1069,2022-01-25,Renewal,Basic,29
TXN002609,CUST1069,2022-02-25,Renewal,Basic,29
TXN002610,CUST1069,2022-03-25,Renewal,Basic,29
TXN002611,CUST1069,2022-04-25,Renewal,Basic,29
TXN002612,CUST1069,2022-05-25,Renewal,Basic,29
TXN002613,CUST1069,2022-06-25,Renewal,Basic,29
TXN002614,CUST1069,2022-07-25,Renewal,Basic,29
TXN002615,CUST1069,2022-08-25,Renewal,Basic,29
TXN002616,CUST1069,2022-09-25,Renewal,Basic,29
TXN002617,CUST1069,2022-10-25,Renewal,Basic,29
TXN002618,CUST1069,2022-11-25,Renewal,Basic,29
TXN002619,CUST1069,2022-12-25,Renewal,Basic,29
TXN002620,CUST1069,2023-01-25,Renewal,Basic,29
TXN002621,CUST1069,2023-02-25,Renewal,Basic,29
TXN002622,CUST1069,2023-03-25,Renewal,Basic,29
TXN002623,CUST1069,2023-04-25,Renewal,Basic,29
TXN002624,CUST1069,2023-05-25,Renewal,Basic,29
TXN002625,CUST1069,2023-06-25,Renewal,Basic,29
TXN002626,CUST1069,2023-07-25,Renewal,Basic,29
TXN002627,CUST1069,2023-08-25,Renewal,Basic,29
TXN002628,CUST1069,2023-09-25,Renewal,Basic,29
TXN002629,CUST1069,2023-10-25,Renewal,Basic,29
TXN002630,CUST1069,2023-11-25,Renewal,Basic,29
TXN002631,CUST1069,2023-12-25,Renewal,Basic,29
TXN002632,CUST1069,2024-01-25,Renewal,Basic,29
TXN002633,CUST1069,2024-02-25,Renewal,Basic,29
TXN002634,CUST1069,2024-03-25,Renewal,Basic,29
TXN002635,CUST1069,2024-04-25,Renewal,Basic,29
TXN002636,CUST1069,2024-05-25,Renewal,Basic,29
TXN002637,CUST1069,2024-06-25,Renewal,Basic,29
TXN002638,CUST1069,2024-07-25,Renewal,Basic,29
TXN002639,CUST1069,2024-08-25,Renewal,Basic,29
TXN002640,CUST1069,2024-09-25,Renewal,Basic,29
TXN002641,CUST1069,2024-10-25,Renewal,Basic,29
TXN002642,CUST1069,2024-11-25,Renewal,Basic,29
TXN002643,CUST1069,2024-12-25,Renewal,Basic,29
TXN002644,CUST1069,2025-01-25,Renewal,Basic,29
TXN002645,CUST1069,2025-02-25,Renewal,Basic,29
TXN002646,CUST1069,2025-03-25,Renewal,Basic,29
TXN002647,CUST1069,2025-04-25,Renewal,Basic,29
TXN002648,CUST1069,2025-05-25,Renewal,Basic,29
TXN002649,CUST1069,2025-06-25,Renewal,Basic,29
TXN002650,CUST1069,2025-07-25,Renewal,Basic,29
TXN002651,CUST1069,2025-08-25,Renewal,Basic,29
TXN002652,CUST1069,2025-09-25,Renewal,Basic,29
TXN002653,CUST1069,2025-10-25,Renewal,Basic,29
TXN002654,CUST1069,2025-11-25,Upgrade,Pro,59
TXN002655,CUST1069,2025-12-25,Renewal,Pro,59
TXN002656,CUST1069,2026-01-25,Renewal,Pro,59
TXN002657,CUST1069,2026-02-25,Renewal,Pro,59
TXN002658,CUST1069,2026-03-25,Renewal,Pro,59
TXN002659,CUST1069,2026-04-25,Renewal,Pro,59
TXN002660,CUST1069,2026-05-25,Renewal,Pro,59
TXN002661,CUST1069,2026-06-25,Renewal,Pro,59
TXN002662,CUST1069,2026-07-25,Renewal,Pro,59
TXN002663,CUST1050,2021-07-09,New Subscription,Basic,29
TXN002664,CUST1050,2021-08-09,Renewal,Basic,29
TXN002665,CUST1050,2021-09-09,Renewal,Basic,29
TXN002666,CUST1050,2021-10-09,Renewal,Basic,29
TXN002667,CUST1050,2021-11-09,Cancellation,Basic,0
TXN002668,CUST1057,2021-07-22,New Subscription,Enterprise,149
TXN002669,CUST1057,2021-08-22,Renewal,Enterprise,149
TXN002670,CUST1057,2021-09-22,Renewal,Enterprise,149
TXN002671,CUST1057,2021-10-22,Renewal,Enterprise,149
TXN002672,CUST1057,2021-11-22,Renewal,Enterprise,149
TXN002673,CUST1057,2021-12-22,Renewal,Enterprise,149
TXN002674,CUST1057,2022-01-22,Renewal,Enterprise,149
TXN002675,CUST1057,2022-02-22,Renewal,Enterprise,149
TXN002676,CUST1057,2022-03-22,Renewal,Enterprise,149
TXN002677,CUST1057,2022-04-22,Renewal,Enterprise,149
TXN002678,CUST1057,2022-05-22,Renewal,Enterprise,149
TXN002679,CUST1057,2022-06-22,Renewal,Enterprise,149
TXN002680,CUST1057,2022-07-22,Renewal,Enterprise,149
TXN002681,CUST1057,2022-08-22,Renewal,Enterprise,149
TXN002682,CUST1057,2022-09-22,Renewal,Enterprise,149
TXN002683,CUST1057,2022-10-22,Renewal,Enterprise,149
TXN002684,CUST1057,2022-11-22,Renewal,Enterprise,149
TXN002685,CUST1057,2022-12-22,Renewal,Enterprise,149
TXN002686,CUST1057,2023-01-22,Renewal,Enterprise,149
TXN002687,CUST1057,2023-02-22,Renewal,Enterprise,149
TXN002688,CUST1057,2023-03-22,Renewal,Enterprise,149
TXN002689,CUST1057,2023-04-22,Renewal,Enterprise,149
TXN002690,CUST1057,2023-05-22,Renewal,Enterprise,149
TXN002691,CUST1057,2023-06-22,Renewal,Enterprise,149
TXN002692,CUST1057,2023-07-22,Renewal,Enterprise,149
TXN002693,CUST1057,2023-08-22,Renewal,Enterprise,149
TXN002694,CUST1057,2023-09-22,Renewal,Enterprise,149
TXN002695,CUST1057,2023-10-22,Renewal,Enterprise,149
TXN002696,CUST1057,2023-11-22,Renewal,Enterprise,149
TXN002697,CUST1057,2023-12-22,Renewal,Enterprise,149
TXN002698,CUST1057,2024-01-22,Renewal,Enterprise,149
TXN002699,CUST1057,2024-02-22,Renewal,Enterprise,149
TXN002700,CUST1057,2024-03-22,Renewal,Enterprise,149
TXN002701,CUST1057,2024-04-22,Renewal,Enterprise,149
TXN002702,CUST1057,2024-05-22,Renewal,Enterprise,149
TXN002703,CUST1057,2024-06-22,Renewal,Enterprise,149
TXN002704,CUST1057,2024-07-22,Renewal,Enterprise,149
TXN002705,CUST1057,2024-08-22,Renewal,Enterprise,149
TXN002706,CUST1057,2024-09-22,Renewal,Enterprise,149
TXN002707,CUST1057,2024-10-22,Renewal,Enterprise,149
TXN002708,CUST1057,2024-11-22,Renewal,Enterprise,149
TXN002709,CUST1057,2024-12-22,Renewal,Enterprise,149
TXN002710,CUST1057,2025-01-22,Renewal,Enterprise,149
TXN002711,CUST1057,2025-02-22,Renewal,Enterprise,149
TXN002712,CUST1057,2025-03-22,Renewal,Enterprise,149
TXN002713,CUST1057,2025-04-22,Renewal,Enterprise,149
TXN002714,CUST1057,2025-05-22,Renewal,Enterprise,149
TXN002715,CUST1057,2025-06-22,Renewal,Enterprise,149
TXN002716,CUST1057,2025-07-22,Renewal,Enterprise,149
TXN002717,CUST1057,2025-08-22,Renewal,Enterprise,149
TXN002718,CUST1057,2025-09-22,Renewal,Enterprise,149
TXN002719,CUST1057,2025-10-22,Renewal,Enterprise,149
TXN002720,CUST1057,2025-11-22,Renewal,Enterprise,149
TXN002721,CUST1057,2025-12-22,Renewal,Enterprise,149
TXN002722,CUST1057,2026-01-22,Renewal,Enterprise,149
TXN002723,CUST1057,2026-02-22,Renewal,Enterprise,149
TXN002724,CUST1057,2026-03-22,Renewal,Enterprise,149
TXN002725,CUST1057,2026-04-22,Renewal,Enterprise,149
TXN002726,CUST1057,2026-05-22,Renewal,Enterprise,149
TXN002727,CUST1057,2026-06-22,Renewal,Enterprise,149
TXN002728,CUST1057,2026-07-22,Renewal,Enterprise,149
TXN002729,CUST1044,2021-07-24,New Subscription,Basic,29
TXN002730,CUST1044,2021-08-24,Renewal,Basic,29
TXN002731,CUST1044,2021-09-24,Renewal,Basic,29
TXN002732,CUST1044,2021-10-24,Renewal,Basic,29
TXN002733,CUST1044,2021-11-24,Renewal,Basic,29
TXN002734,CUST1044,2021-12-24,Renewal,Basic,29
TXN002735,CUST1044,2022-01-24,Renewal,Basic,29
TXN002736,CUST1044,2022-02-24,Renewal,Basic,29
TXN002737,CUST1044,2022-03-24,Renewal,Basic,29
TXN002738,CUST1044,2022-04-24,Renewal,Basic,29
TXN002739,CUST1044,2022-05-24,Renewal,Basic,29
TXN002740,CUST1044,2022-06-24,Renewal,Basic,29
TXN002741,CUST1044,2022-07-24,Renewal,Basic,29
TXN002742,CUST1044,2022-08-24,Renewal,Basic,29
TXN002743,CUST1044,2022-09-24,Renewal,Basic,29
TXN002744,CUST1044,2022-10-24,Renewal,Basic,29
TXN002745,CUST1044,2022-11-24,Renewal,Basic,29
TXN002746,CUST1044,2022-12-24,Renewal,Basic,29
TXN002747,CUST1044,2023-01-24,Renewal,Basic,29
TXN002748,CUST1044,2023-02-24,Renewal,Basic,29
TXN002749,CUST1044,2023-03-24,Renewal,Basic,29
TXN002750,CUST1044,2023-04-24,Renewal,Basic,29
TXN002751,CUST1044,2023-05-24,Upgrade,Pro,59
TXN002752,CUST1044,2023-06-24,Renewal,Pro,59
TXN002753,CUST1044,2023-07-24,Renewal,Pro,59
TXN002754,CUST1044,2023-08-24,Renewal,Pro,59
TXN002755,CUST1044,2023-09-24,Renewal,Pro,59
TXN002756,CUST1044,2023-10-24,Renewal,Pro,59
TXN002757,CUST1044,2023-11-24,Renewal,Pro,59
TXN002758,CUST1044,2023-12-24,Renewal,Pro,59
TXN002759,CUST1044,2024-01-24,Renewal,Pro,59
TXN002760,CUST1044,2024-02-24,Renewal,Pro,59
TXN002761,CUST1044,2024-03-24,Renewal,Pro,59
TXN002762,CUST1044,2024-04-24,Renewal,Pro,59
TXN002763,CUST1044,2024-05-24,Renewal,Pro,59
TXN002764,CUST1044,2024-06-24,Renewal,Pro,59
TXN002765,CUST1044,2024-07-24,Downgrade,Basic,29
TXN002766,CUST1044,2024-08-24,Renewal,Basic,29
TXN002767,CUST1044,2024-09-24,Renewal,Basic,29
TXN002768,CUST1044,2024-10-24,Renewal,Basic,29
TXN002769,CUST1044,2024-11-24,Renewal,Basic,29
TXN002770,CUST1044,2024-12-24,Renewal,Basic,29
TXN002771,CUST1044,2025-01-24,Renewal,Basic,29
TXN002772,CUST1044,2025-02-24,Renewal,Basic,29
TXN002773,CUST1044,2025-03-24,Renewal,Basic,29
TXN002774,CUST1044,2025-04-24,Renewal,Basic,29
TXN002775,CUST1044,2025-05-24,Renewal,Basic,29
TXN002776,CUST1044,2025-06-24,Renewal,Basic,29
TXN002777,CUST1044,2025-07-24,Renewal,Basic,29
TXN002778,CUST1044,2025-08-24,Renewal,Basic,29
TXN002779,CUST1044,2025-09-24,Renewal,Basic,29
TXN002780,CUST1044,2025-10-24,Renewal,Basic,29
TXN002781,CUST1044,2025-11-24,Renewal,Basic,29
TXN002782,CUST1044,2025-12-24,Renewal,Basic,29
TXN002783,CUST1044,2026-01-24,Renewal,Basic,29
TXN002784,CUST1044,2026-02-24,Renewal,Basic,29
TXN002785,CUST1044,2026-03-24,Renewal,Basic,29
TXN002786,CUST1044,2026-04-24,Upgrade,Pro,59
TXN002787,CUST1044,2026-05-24,Renewal,Pro,59
TXN002788,CUST1044,2026-06-24,Renewal,Pro,59
TXN002789,CUST1044,2026-07-24,Cancellation,Pro,0
TXN002790,CUST1040,2021-08-07,New Subscription,Enterprise,149
TXN002791,CUST1040,2021-09-07,Renewal,Enterprise,149
TXN002792,CUST1040,2021-10-07,Renewal,Enterprise,149
TXN002793,CUST1040,2021-11-07,Renewal,Enterprise,149
TXN002794,CUST1040,2021-12-07,Renewal,Enterprise,149
TXN002795,CUST1040,2022-01-07,Renewal,Enterprise,149
TXN002796,CUST1040,2022-02-07,Renewal,Enterprise,149
TXN002797,CUST1040,2022-03-07,Renewal,Enterprise,149
TXN002798,CUST1040,2022-04-07,Renewal,Enterprise,149
TXN002799,CUST1040,2022-05-07,Renewal,Enterprise,149
TXN002800,CUST1040,2022-06-07,Renewal,Enterprise,149
TXN002801,CUST1040,2022-07-07,Renewal,Enterprise,149
TXN002802,CUST1040,2022-08-07,Renewal,Enterprise,149
TXN002803,CUST1040,2022-09-07,Renewal,Enterprise,149
TXN002804,CUST1040,2022-10-07,Renewal,Enterprise,149
TXN002805,CUST1040,2022-11-07,Renewal,Enterprise,149
TXN002806,CUST1040,2022-12-07,Downgrade,Pro,59
TXN002807,CUST1040,2023-01-07,Renewal,Pro,59
TXN002808,CUST1040,2023-02-07,Cancellation,Pro,0
TXN002809,CUST1070,2021-08-18,New Subscription,Basic,29
TXN002810,CUST1070,2021-09-18,Renewal,Basic,29
TXN002811,CUST1070,2021-10-18,Renewal,Basic,29
TXN002812,CUST1070,2021-11-18,Renewal,Basic,29
TXN002813,CUST1070,2021-12-18,Renewal,Basic,29
TXN002814,CUST1070,2022-01-18,Renewal,Basic,29
TXN002815,CUST1070,2022-02-18,Renewal,Basic,29
TXN002816,CUST1070,2022-03-18,Renewal,Basic,29
TXN002817,CUST1070,2022-04-18,Renewal,Basic,29
TXN002818,CUST1070,2022-05-18,Renewal,Basic,29
TXN002819,CUST1070,2022-06-18,Renewal,Basic,29
TXN002820,CUST1070,2022-07-18,Upgrade,Pro,59
TXN002821,CUST1070,2022-08-18,Renewal,Pro,59
TXN002822,CUST1070,2022-09-18,Renewal,Pro,59
TXN002823,CUST1070,2022-10-18,Renewal,Pro,59
TXN002824,CUST1070,2022-11-18,Renewal,Pro,59
TXN002825,CUST1070,2022-12-18,Renewal,Pro,59
TXN002826,CUST1070,2023-01-18,Renewal,Pro,59
TXN002827,CUST1070,2023-02-18,Renewal,Pro,59
TXN002828,CUST1070,2023-03-18,Renewal,Pro,59
TXN002829,CUST1070,2023-04-18,Renewal,Pro,59
TXN002830,CUST1070,2023-05-18,Renewal,Pro,59
TXN002831,CUST1070,2023-06-18,Renewal,Pro,59
TXN002832,CUST1070,2023-07-18,Renewal,Pro,59
TXN002833,CUST1070,2023-08-18,Renewal,Pro,59
TXN002834,CUST1070,2023-09-18,Renewal,Pro,59
TXN002835,CUST1070,2023-10-18,Renewal,Pro,59
TXN002836,CUST1070,2023-11-18,Renewal,Pro,59
TXN002837,CUST1070,2023-12-18,Renewal,Pro,59
TXN002838,CUST1070,2024-01-18,Renewal,Pro,59
TXN002839,CUST1070,2024-02-18,Renewal,Pro,59
TXN002840,CUST1070,2024-03-18,Renewal,Pro,59
TXN002841,CUST1070,2024-04-18,Renewal,Pro,59
TXN002842,CUST1070,2024-05-18,Renewal,Pro,59
TXN002843,CUST1070,2024-06-18,Renewal,Pro,59
TXN002844,CUST1070,2024-07-18,Renewal,Pro,59
TXN002845,CUST1070,2024-08-18,Renewal,Pro,59
TXN002846,CUST1070,2024-09-18,Renewal,Pro,59
TXN002847,CUST1070,2024-10-18,Renewal,Pro,59
TXN002848,CUST1070,2024-11-18,Renewal,Pro,59
TXN002849,CUST1070,2024-12-18,Renewal,Pro,59
TXN002850,CUST1070,2025-01-18,Renewal,Pro,59
TXN002851,CUST1070,2025-02-18,Renewal,Pro,59
TXN002852,CUST1070,2025-03-18,Upgrade,Enterprise,149
TXN002853,CUST1070,2025-04-18,Renewal,Enterprise,149
TXN002854,CUST1070,2025-05-18,Downgrade,Pro,59
TXN002855,CUST1070,2025-06-18,Renewal,Pro,59
TXN002856,CUST1070,2025-07-18,Renewal,Pro,59
TXN002857,CUST1070,2025-08-18,Renewal,Pro,59
TXN002858,CUST1070,2025-09-18,Renewal,Pro,59
TXN002859,CUST1070,2025-10-18,Renewal,Pro,59
TXN002860,CUST1070,2025-11-18,Renewal,Pro,59
TXN002861,CUST1070,2025-12-18,Renewal,Pro,59
TXN002862,CUST1070,2026-01-18,Renewal,Pro,59
TXN002863,CUST1070,2026-02-18,Renewal,Pro,59
TXN002864,CUST1070,2026-03-18,Renewal,Pro,59
TXN002865,CUST1070,2026-04-18,Renewal,Pro,59
TXN002866,CUST1070,2026-05-18,Renewal,Pro,59
TXN002867,CUST1070,2026-06-18,Renewal,Pro,59
TXN002868,CUST1070,2026-07-18,Renewal,Pro,59
TXN002869,CUST1053,2021-09-02,New Subscription,Pro,59
TXN002870,CUST1053,2021-10-02,Cancellation,Pro,0
TXN002871,CUST1047,2021-09-04,New Subscription,Pro,59
TXN002872,CUST1047,2021-10-04,Renewal,Pro,59
TXN002873,CUST1047,2021-11-04,Renewal,Pro,59
TXN002874,CUST1047,2021-12-04,Renewal,Pro,59
TXN002875,CUST1047,2022-01-04,Renewal,Pro,59
TXN002876,CUST1047,2022-02-04,Renewal,Pro,59
TXN002877,CUST1047,2022-03-04,Renewal,Pro,59
TXN002878,CUST1047,2022-04-04,Renewal,Pro,59
TXN002879,CUST1047,2022-05-04,Renewal,Pro,59
TXN002880,CUST1047,2022-06-04,Upgrade,Enterprise,149
TXN002881,CUST1047,2022-07-04,Renewal,Enterprise,149
TXN002882,CUST1047,2022-08-04,Renewal,Enterprise,149
TXN002883,CUST1047,2022-09-04,Renewal,Enterprise,149
TXN002884,CUST1047,2022-10-04,Renewal,Enterprise,149
TXN002885,CUST1047,2022-11-04,Renewal,Enterprise,149
TXN002886,CUST1047,2022-12-04,Renewal,Enterprise,149
TXN002887,CUST1047,2023-01-04,Renewal,Enterprise,149
TXN002888,CUST1047,2023-02-04,Renewal,Enterprise,149
TXN002889,CUST1047,2023-03-04,Renewal,Enterprise,149
TXN002890,CUST1047,2023-04-04,Renewal,Enterprise,149
TXN002891,CUST1047,2023-05-04,Renewal,Enterprise,149
TXN002892,CUST1047,2023-06-04,Renewal,Enterprise,149
TXN002893,CUST1047,2023-07-04,Renewal,Enterprise,149
TXN002894,CUST1047,2023-08-04,Renewal,Enterprise,149
TXN002895,CUST1047,2023-09-04,Renewal,Enterprise,149
TXN002896,CUST1047,2023-10-04,Renewal,Enterprise,149
TXN002897,CUST1047,2023-11-04,Renewal,Enterprise,149
TXN002898,CUST1047,2023-12-04,Downgrade,Pro,59
TXN002899,CUST1047,2024-01-04,Renewal,Pro,59
TXN002900,CUST1047,2024-02-04,Renewal,Pro,59
TXN002901,CUST1047,2024-03-04,Renewal,Pro,59
TXN002902,CUST1047,2024-04-04,Renewal,Pro,59
TXN002903,CUST1047,2024-05-04,Renewal,Pro,59
TXN002904,CUST1047,2024-06-04,Renewal,Pro,59
TXN002905,CUST1047,2024-07-04,Renewal,Pro,59
TXN002906,CUST1047,2024-08-04,Renewal,Pro,59
TXN002907,CUST1047,2024-09-04,Renewal,Pro,59
TXN002908,CUST1047,2024-10-04,Renewal,Pro,59
TXN002909,CUST1047,2024-11-04,Renewal,Pro,59
TXN002910,CUST1047,2024-12-04,Renewal,Pro,59
TXN002911,CUST1047,2025-01-04,Renewal,Pro,59
TXN002912,CUST1047,2025-02-04,Cancellation,Pro,0
TXN002913,CUST1034,2021-09-28,New Subscription,Enterprise,149
TXN002914,CUST1034,2021-10-28,Renewal,Enterprise,149
TXN002915,CUST1034,2021-11-28,Renewal,Enterprise,149
TXN002916,CUST1034,2021-12-28,Renewal,Enterprise,149
TXN002917,CUST1034,2022-01-28,Renewal,Enterprise,149
TXN002918,CUST1034,2022-02-28,Renewal,Enterprise,149
TXN002919,CUST1034,2022-03-28,Renewal,Enterprise,149
TXN002920,CUST1034,2022-04-28,Renewal,Enterprise,149
TXN002921,CUST1034,2022-05-28,Renewal,Enterprise,149
TXN002922,CUST1034,2022-06-28,Renewal,Enterprise,149
TXN002923,CUST1034,2022-07-28,Downgrade,Pro,59
TXN002924,CUST1034,2022-08-28,Renewal,Pro,59
TXN002925,CUST1034,2022-09-28,Renewal,Pro,59
TXN002926,CUST1034,2022-10-28,Renewal,Pro,59
TXN002927,CUST1034,2022-11-28,Upgrade,Enterprise,149
TXN002928,CUST1034,2022-12-28,Renewal,Enterprise,149
TXN002929,CUST1034,2023-01-28,Renewal,Enterprise,149
TXN002930,CUST1034,2023-02-28,Renewal,Enterprise,149
TXN002931,CUST1034,2023-03-28,Renewal,Enterprise,149
TXN002932,CUST1034,2023-04-28,Renewal,Enterprise,149
TXN002933,CUST1034,2023-05-28,Renewal,Enterprise,149
TXN002934,CUST1034,2023-06-28,Renewal,Enterprise,149
TXN002935,CUST1034,2023-07-28,Renewal,Enterprise,149
TXN002936,CUST1034,2023-08-28,Renewal,Enterprise,149
TXN002937,CUST1034,2023-09-28,Renewal,Enterprise,149
TXN002938,CUST1034,2023-10-28,Renewal,Enterprise,149
TXN002939,CUST1034,2023-11-28,Renewal,Enterprise,149
TXN002940,CUST1034,2023-12-28,Renewal,Enterprise,149
TXN002941,CUST1034,2024-01-28,Renewal,Enterprise,149
TXN002942,CUST1034,2024-02-28,Renewal,Enterprise,149
TXN002943,CUST1034,2024-03-28,Renewal,Enterprise,149
TXN002944,CUST1034,2024-04-28,Renewal,Enterprise,149
TXN002945,CUST1034,2024-05-28,Renewal,Enterprise,149
TXN002946,CUST1034,2024-06-28,Renewal,Enterprise,149
TXN002947,CUST1034,2024-07-28,Renewal,Enterprise,149
TXN002948,CUST1034,2024-08-28,Renewal,Enterprise,149
TXN002949,CUST1034,2024-09-28,Renewal,Enterprise,149
TXN002950,CUST1034,2024-10-28,Renewal,Enterprise,149
TXN002951,CUST1034,2024-11-28,Renewal,Enterprise,149
TXN002952,CUST1034,2024-12-28,Renewal,Enterprise,149
TXN002953,CUST1034,2025-01-28,Renewal,Enterprise,149
TXN002954,CUST1034,2025-02-28,Renewal,Enterprise,149
TXN002955,CUST1034,2025-03-28,Renewal,Enterprise,149
TXN002956,CUST1034,2025-04-28,Renewal,Enterprise,149
TXN002957,CUST1034,2025-05-28,Downgrade,Pro,59
TXN002958,CUST1034,2025-06-28,Renewal,Pro,59
TXN002959,CUST1034,2025-07-28,Renewal,Pro,59
TXN002960,CUST1034,2025-08-28,Renewal,Pro,59
TXN002961,CUST1034,2025-09-28,Renewal,Pro,59
TXN002962,CUST1034,2025-10-28,Renewal,Pro,59
TXN002963,CUST1034,2025-11-28,Renewal,Pro,59
TXN002964,CUST1034,2025-12-28,Renewal,Pro,59
TXN002965,CUST1034,2026-01-28,Renewal,Pro,59
TXN002966,CUST1034,2026-02-28,Renewal,Pro,59
TXN002967,CUST1034,2026-03-28,Renewal,Pro,59
TXN002968,CUST1034,2026-04-28,Renewal,Pro,59
TXN002969,CUST1034,2026-05-28,Renewal,Pro,59
TXN002970,CUST1034,2026-06-28,Renewal,Pro,59
TXN002971,CUST1034,2026-07-28,Renewal,Pro,59
TXN002972,CUST1054,2021-09-28,New Subscription,Pro,59
TXN002973,CUST1054,2021-10-28,Renewal,Pro,59
TXN002974,CUST1054,2021-11-28,Renewal,Pro,59
TXN002975,CUST1054,2021-12-28,Renewal,Pro,59
TXN002976,CUST1054,2022-01-28,Renewal,Pro,59
TXN002977,CUST1054,2022-02-28,Renewal,Pro,59
TXN002978,CUST1054,2022-03-28,Renewal,Pro,59
TXN002979,CUST1054,2022-04-28,Renewal,Pro,59
TXN002980,CUST1054,2022-05-28,Renewal,Pro,59
TXN002981,CUST1054,2022-06-28,Renewal,Pro,59
TXN002982,CUST1054,2022-07-28,Renewal,Pro,59
TXN002983,CUST1054,2022-08-28,Cancellation,Pro,0
TXN002984,CUST1074,2021-09-28,New Subscription,Basic,29
TXN002985,CUST1074,2021-10-28,Renewal,Basic,29
TXN002986,CUST1074,2021-11-28,Renewal,Basic,29
TXN002987,CUST1074,2021-12-28,Renewal,Basic,29
TXN002988,CUST1074,2022-01-28,Renewal,Basic,29
TXN002989,CUST1074,2022-02-28,Renewal,Basic,29
TXN002990,CUST1074,2022-03-28,Renewal,Basic,29
TXN002991,CUST1074,2022-04-28,Renewal,Basic,29
TXN002992,CUST1074,2022-05-28,Renewal,Basic,29
TXN002993,CUST1074,2022-06-28,Renewal,Basic,29
TXN002994,CUST1074,2022-07-28,Renewal,Basic,29
TXN002995,CUST1074,2022-08-28,Renewal,Basic,29
TXN002996,CUST1074,2022-09-28,Renewal,Basic,29
TXN002997,CUST1074,2022-10-28,Renewal,Basic,29
TXN002998,CUST1074,2022-11-28,Renewal,Basic,29
TXN002999,CUST1074,2022-12-28,Renewal,Basic,29
TXN003000,CUST1074,2023-01-28,Upgrade,Pro,59
TXN003001,CUST1074,2023-02-28,Renewal,Pro,59
TXN003002,CUST1074,2023-03-28,Renewal,Pro,59
TXN003003,CUST1074,2023-04-28,Renewal,Pro,59
TXN003004,CUST1074,2023-05-28,Renewal,Pro,59
TXN003005,CUST1074,2023-06-28,Upgrade,Enterprise,149
TXN003006,CUST1074,2023-07-28,Renewal,Enterprise,149
TXN003007,CUST1074,2023-08-28,Renewal,Enterprise,149
TXN003008,CUST1074,2023-09-28,Renewal,Enterprise,149
TXN003009,CUST1074,2023-10-28,Renewal,Enterprise,149
TXN003010,CUST1074,2023-11-28,Renewal,Enterprise,149
TXN003011,CUST1074,2023-12-28,Renewal,Enterprise,149
TXN003012,CUST1074,2024-01-28,Renewal,Enterprise,149
TXN003013,CUST1074,2024-02-28,Renewal,Enterprise,149
TXN003014,CUST1074,2024-03-28,Renewal,Enterprise,149
TXN003015,CUST1074,2024-04-28,Renewal,Enterprise,149
TXN003016,CUST1074,2024-05-28,Downgrade,Pro,59
TXN003017,CUST1074,2024-06-28,Renewal,Pro,59
TXN003018,CUST1074,2024-07-28,Renewal,Pro,59
TXN003019,CUST1074,2024-08-28,Renewal,Pro,59
TXN003020,CUST1074,2024-09-28,Renewal,Pro,59
TXN003021,CUST1074,2024-10-28,Renewal,Pro,59
TXN003022,CUST1074,2024-11-28,Renewal,Pro,59
TXN003023,CUST1074,2024-12-28,Renewal,Pro,59
TXN003024,CUST1074,2025-01-28,Renewal,Pro,59
TXN003025,CUST1074,2025-02-28,Renewal,Pro,59
TXN003026,CUST1074,2025-03-28,Renewal,Pro,59
TXN003027,CUST1074,2025-04-28,Renewal,Pro,59
TXN003028,CUST1074,2025-05-28,Renewal,Pro,59
TXN003029,CUST1074,2025-06-28,Renewal,Pro,59
TXN003030,CUST1074,2025-07-28,Renewal,Pro,59
TXN003031,CUST1074,2025-08-28,Renewal,Pro,59
